merged_spelling,ipa,langid
{jpn}きょうぎかい,kʲ o̞ː ɡʲ i k a̠ i,0
{jpn}きょうぎじょう,kʲ o̞ː ɡʲ i ʑ o̞ː,0
{jpn}きょうくん,kʲ o̞ː k ɯ̟̃ᵝ ɴ,0
{jpn}きょうけん,kʲ o̞ː k ẽ̞ ɴ,0
{jpn}きょうごうじょうたい,kʲ o̞ː ɡ o̞ː d͡ʑ o̞ː t a̠ i,0
{jpn}きょうさいくみあい,kʲ o̞ː s a̠ i k ɯ̟ᵝ mʲ i a̠ i,0
{jpn}きょうさんしゅぎ,kʲ o̞ː s ã̠ ɰ̃ ɕ ɨᵝ ɡʲ i,0
{jpn}きょうさんしゅぎしゃ,kʲ o̞ː s ã̠ ɰ̃ ɕ ɨᵝ ɡʲ i ɕ a̠,0
{jpn}きょうしゃ,kʲ o̞ː ɕ a̠,0
{jpn}きょうしょう,kʲ o̞ː ɕ o̞ː,0
{jpn}きょうじ,kʲ o̞ː ʑ i,0
{jpn}きょうじゅ,kʲ o̞ː ʑ ɨᵝ,0
{jpn}きょうじょう,kʲ o̞ː ʑ o̞ː,0
{jpn}きょうじん,kʲ o̞ː ʑ ĩ ɴ,0
{jpn}きょうせいしゅうようじょ,kʲ o̞ː s e̞ː ɕ ɨᵝː j o̞ː ʑ o̞,0
{jpn}きょうせいろうどうしょう,kʲ o̞ː s e̞ː ɾ o̞ː d o̞ː ɕ o̞ː,0
{jpn}きょうそう,kʲ o̞ː s o̞ː,0
{jpn}きょうそうきょく,kʲ o̞ː s o̞ː kʲ o̞ k ɯ̟ᵝ,0
{jpn}きょうだい,kʲ o̞ː d a̠ i,0
{jpn}きょうちょう,kʲ o̞ː t͡ɕ o̞ː,0
{jpn}きょうちょくせいせきついえん,kʲ o̞ː t͡ɕ o̞ k ɯ̟ᵝ s e̞ː s e̞ kʲ i t͡s ɨᵝ i ẽ̞ ɴ,0
{jpn}きょうつうしゅうごう,kʲ o̞ː t͡s ɨᵝː ɕ ɨᵝː ɡ o̞ː,0
{jpn}きょうてん,kʲ o̞ː t ẽ̞ ɴ,0
{jpn}きょうと,kʲ o̞ː t o̞,0
{jpn}きょうどう,kʲ o̞ː d o̞ː,0
{jpn}きょうどうしゅっし,kʲ o̞ː d o̞ː ɕ ɨᵝ ɕː i,0
{jpn}きょうどうたい,kʲ o̞ː d o̞ː t a̠ i,0
{jpn}きょうにん,kʲ o̞ː ɲ̟ ĩ ɴ,0
{jpn}きょうねん,kʲ o̞ː n ẽ̞ ɴ,0
{jpn}きょうはんしゃ,kʲ o̞ː h ã̠ ɰ̃ ɕ a̠,0
{jpn}きょうふしょう,kʲ o̞ː ɸ ɯ̟ᵝ ɕ o̞ː,0
{jpn}きょうほう,kʲ o̞ː h o̞ː,0
{jpn}きょうぼう,kʲ o̞ː b o̞ː,0
{jpn}きょうむ,kʲ o̞ː m ɯ̟ᵝ,0
{jpn}きょうよう,kʲ o̞ː j o̞ː,0
{jpn}きょうらく,kʲ o̞ː ɾ a̠ k ɯ̟ᵝ,0
{jpn}きょうりょく,kʲ o̞ː ɾʲ o̞ k ɯ̟ᵝ,0
{jpn}きょか,kʲ o̞ k a̠,0
{jpn}きょきん,kʲ o̞ kʲ ĩ ɴ,0
{jpn}きょく,kʲ o̞ k ɯ̟ᵝ,0
{jpn}きょくあじさし,kʲ o̞ k ɯ̟ᵝ a̠ ʑ i s a̠ ɕ i,0
{jpn}きょくげん,kʲ o̞ k ɯ̟ᵝ ɡ ẽ̞ ɴ,0
{jpn}きょくとう,kʲ o̞ k ɯ̟̊ᵝ t o̞ː,0
{jpn}きょこん,kʲ o̞ k õ̞ ɴ,0
{jpn}きょしゅつ,kʲ o̞ ɕ ɨᵝ t͡s ɨᵝ,0
{jpn}きょしゅつきん,kʲ o̞ ɕ ɨᵝ t͡s ɨᵝ kʲ ĩ ɴ,0
{jpn}きょしょく,kʲ o̞ ɕ o̞ k ɯ̟ᵝ,0
{jpn}きょじゅうしゃ,kʲ o̞ ʑ ɨᵝː ɕ a̠,0
{jpn}きょせい,kʲ o̞ s e̞ː,0
{jpn}きょぜつ,kʲ o̞ z e̞ t͡s ɨᵝ,0
{jpn}きょたんやく,kʲ o̞ t ã̠ ɰ̃ j a̠ k ɯ̟ᵝ,0
{jpn}きょだく,kʲ o̞ d a̠ k ɯ̟ᵝ,0
{jpn}きょっこう,kʲ o̞ k̚ k o̞ː,0
{jpn}きょてん,kʲ o̞ t ẽ̞ ɴ,0
{jpn}きょとう,kʲ o̞ t o̞ː,0
{jpn}きょにゅう,kʲ o̞ ɲ̟ ɯ̟ᵝː,0
{jpn}きょはく,kʲ o̞ h a̠ k ɯ̟ᵝ,0
{jpn}きょりきょうぎ,kʲ o̞ ɾʲ i kʲ o̞ː ɡʲ i,0
{jpn}きょろきょろ,kʲ o̞ ɾ o̞ kʲ o̞ ɾ o̞,0
{jpn}きよ,kʲ i j o̞,0
{jpn}きよう,kʲ i j o̞ː,0
{jpn}きよめる,kʲ i j o̞ m e̞ ɾ ɯ̟ᵝ,0
{jpn}きら,kʲ i ɾ a̠,0
{jpn}きらう,kʲ i ɾ a̠ ɯ̟ᵝ,0
{jpn}きらきら,kʲ i ɾ a̠ kʲ i ɾ a̠,0
{jpn}きらめく,kʲ i ɾ a̠ m e̞ k ɯ̟ᵝ,0
{jpn}きり,kʲ i ɾʲ i,0
{jpn}きりがみ,kʲ i ɾʲ i ɡ a̠ mʲ i,0
{jpn}きりがやつ,kʲ i ɾʲ i ɡ a̠ j a̠ t͡s ɨᵝ,0
{jpn}きりぎりす,kʲ i ɾʲ i ɡʲ i ɾʲ i s ɨᵝ,0
{jpn}きりさく,kʲ i ɾʲ i s a̠ k ɯ̟ᵝ,0
{jpn}きりつせい,kʲ i ɾʲ i t͡s ɨᵝ s e̞ː,0
{jpn}きりつせいていけつあつ,kʲ i ɾʲ i t͡s ɨᵝ s e̞ː t e̞ː k e̞ t͡s ɨᵝ a̠ t͡s ɨᵝ,0
{jpn}きりとる,kʲ i ɾʲ i t o̞ ɾ ɯ̟ᵝ,0
{jpn}きりは,kʲ i ɾʲ i h a̠,0
{jpn}きりひらく,kʲ i ɾʲ i ç i ɾ a̠ k ɯ̟ᵝ,0
{jpn}きりふだ,kʲ i ɾʲ i ɸ ɯ̟ᵝ d a̠,0
{jpn}きりょく,kʲ i ɾʲ o̞ k ɯ̟ᵝ,0
{jpn}きりん,kʲ i ɾʲ ĩ ɴ,0
{jpn}きりんざ,kʲ i ɾʲ ĩ n d͡z a̠,0
{jpn}きりんじ,kʲ i ɾʲ ĩ ɲ̟ d͡ʑ i,0
{jpn}きれい,kʲ i ɾ e̞ː,0
{jpn}きれて,kʲ i ɾ e̞ t e̞,0
{jpn}きれる,kʲ i ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}きろう,kʲ i ɾ o̞ː,0
{jpn}きわみ,kʲ i ɰᵝ a̠ mʲ i,0
{jpn}きをとりなおす,kʲ i o̞ t o̞ ɾʲ i n a̠ o̞ s ɨᵝ,0
{jpn}きん,kʲ ĩ ɴ,0
{jpn}きんいしゅくせいそくさくこうかしょう,kʲ ĩ ɰ̃ i ɕ ɨᵝ k ɯ̟ᵝ s e̞ː s o̞ k ɯ̟ᵝ s a̠ k ɯ̟ᵝ k o̞ː k a̠ ɕ o̞ː,0
{jpn}きんいろ,kʲ ĩ ɰ̃ i ɾ o̞,0
{jpn}きんかんがっき,kʲ ĩ ŋ k ã̠ ŋ ɡ a̠ k̚ʲ kʲ i,0
{jpn}きんがん,kʲ ĩ ŋ ɡ ã̠ ɴ,0
{jpn}きんきゅう,kʲ ĩ ŋʲ kʲ ɨᵝː,0
{jpn}きんぎょばち,kʲ ĩ ŋʲ ɡʲ o̞ b a̠ t͡ɕ i,0
{jpn}きんけり,kʲ ĩ ŋ k e̞ ɾʲ i,0
{jpn}きんけんせいじ,kʲ ĩ ŋ k ẽ̞ ɰ̃ s e̞ː ʑ i,0
{jpn}きんこ,kʲ ĩ ŋ k o̞,0
{jpn}きんし,kʲ ĩ ɰ̃ ɕ i,0
{jpn}きんしゅく,kʲ ĩ ɰ̃ ɕ ɨᵝ k ɯ̟ᵝ,0
{jpn}きんしんそうかん,kʲ ĩ ɰ̃ ɕ ĩ ɰ̃ s o̞ː k ã̠ ɴ,0
{jpn}きんじ,kʲ ĩ ɲ̟ d͡ʑ i,0
{jpn}きんじつ,kʲ ĩ ɲ̟ d͡ʑ i t͡s ɨᵝ,0
{jpn}きんじょうてっぺき,kʲ ĩ ɲ̟ d͡ʑ o̞ː t e̞ p̚ p e̞ kʲ i,0
{jpn}きんせつ,kʲ ĩ ɰ̃ s e̞ t͡s ɨᵝ,0
{jpn}きんだい,kʲ ĩ n d a̠ i,0
{jpn}きんだん,kʲ ĩ n d ã̠ ɴ,0
{jpn}きんちゃく,kʲ ĩ ɲ̟ t͡ɕ a̠ k ɯ̟ᵝ,0
{jpn}きんちょう,kʲ ĩ ɲ̟ t͡ɕ o̞ː,0
{jpn}きんて,kʲ ĩ n t e̞,0
{jpn}きんてき,kʲ ĩ n t e̞ kʲ i,0
{jpn}きんにく,kʲ ĩ ɲ̟ ɲ̟ i k ɯ̟ᵝ,0
{jpn}きんぼう,kʲ ĩ m b o̞ː,0
{jpn}きんよう,kʲ ĩ ɰ̃ j o̞ː,0
{jpn}きんよく,kʲ ĩ ɰ̃ j o̞ k ɯ̟ᵝ,0
{jpn}きんらん,kʲ ĩ n ɾ ã̠ ɴ,0
{jpn}きんりょく,kʲ ĩ n ɾʲ o̞ k ɯ̟ᵝ,0
{jpn}ぎいん,ɡʲ i ĩ ɴ,0
{jpn}ぎおん,ɡʲ i õ̞ ɴ,0
{jpn}ぎぐん,ɡʲ i ɡ ɯ̟̃ᵝ ɴ,0
{jpn}ぎざ,ɡʲ i z a̠,0
{jpn}ぎし,ɡʲ i ɕ i,0
{jpn}ぎじ,ɡʲ i ʑ i,0
{jpn}ぎじょう,ɡʲ i ʑ o̞ː,0
{jpn}ぎじょうご,ɡʲ i ʑ o̞ː ɡ o̞,0
{jpn}ぎせき,ɡʲ i s e̞ kʲ i,0
{jpn}ぎぜんしゃ,ɡʲ i z ẽ̞ ɰ̃ ɕ a̠,0
{jpn}ぎぞく,ɡʲ i z o̞ k ɯ̟ᵝ,0
{jpn}ぎふ,ɡʲ i ɸ ɯ̟ᵝ,0
{jpn}ぎふけん,ɡʲ i ɸ ɯ̟ᵝ k ẽ̞ ɴ,0
{jpn}ぎむづける,ɡʲ i m ɯ̟ᵝ z ɨᵝ k e̞ ɾ ɯ̟ᵝ,0
{jpn}ぎめい,ɡʲ i m e̞ː,0
{jpn}ぎもんふ,ɡʲ i m õ̞ ɰ̃ ɸ ɯ̟ᵝ,0
{jpn}ぎゃ,ɡʲ a̠,0
{jpn}ぎゃく,ɡʲ a̠ k ɯ̟ᵝ,0
{jpn}ぎゃくさつ,ɡʲ a̠ k ɯ̟ᵝ s a̠ t͡s ɨᵝ,0
{jpn}ぎゃくばり,ɡʲ a̠ k ɯ̟ᵝ b a̠ ɾʲ i,0
{jpn}ぎゃふ,ɡʲ a̠ ɸ ɯ̟ᵝ,0
{jpn}ぎゃんなき,ɡʲ ã̠ nː a̠ kʲ i,0
{jpn}ぎゅ,ɡʲ ɨᵝ,0
{jpn}ぎゅうしゃ,ɡʲ ɨᵝː ɕ a̠,0
{jpn}ぎゅうじる,ɡʲ ɨᵝː ʑ i ɾ ɯ̟ᵝ,0
{jpn}ぎゅっと,ɡʲ ɨᵝ t̚ t o̞,0
{jpn}ぎょ,ɡʲ o̞,0
{jpn}ぎょうぎ,ɡʲ o̞ː ɡʲ i,0
{jpn}ぎょうこう,ɡʲ o̞ː k o̞ː,0
{jpn}ぎょうざ,ɡʲ o̞ː z a̠,0
{jpn}ぎょうし,ɡʲ o̞ː ɕ i,0
{jpn}ぎょうしゅう,ɡʲ o̞ː ɕ ɨᵝː,0
{jpn}ぎょうしゅく,ɡʲ o̞ː ɕ ɨᵝ k ɯ̟ᵝ,0
{jpn}ぎょがんせき,ɡʲ o̞ ɡ ã̠ ɰ̃ s e̞ kʲ i,0
{jpn}ぎょくろ,ɡʲ o̞ k ɯ̟ᵝ ɾ o̞,0
{jpn}ぎょぐん,ɡʲ o̞ ɡ ɯ̟̃ᵝ ɴ,0
{jpn}ぎょたく,ɡʲ o̞ t a̠ k ɯ̟ᵝ,0
{jpn}ぎょにく,ɡʲ o̞ ɲ̟ i k ɯ̟ᵝ,0
{jpn}ぎょもう,ɡʲ o̞ m o̞ː,0
{jpn}ぎょるいがく,ɡʲ o̞ ɾ ɯ̟ᵝ i ɡ a̠ k ɯ̟ᵝ,0
{jpn}ぎりぎり,ɡʲ i ɾʲ i ɡʲ i ɾʲ i,0
{jpn}ぎろん,ɡʲ i ɾ õ̞ ɴ,0
{jpn}ぎん,ɡʲ ĩ ɴ,0
{jpn}ぎんが,ɡʲ ĩ ŋ ɡ a̠,0
{jpn}ぎんこう,ɡʲ ĩ ŋ k o̞ː,0
{jpn}ぎんぽ,ɡʲ ĩ m p o̞,0
{jpn}ぎんみ,ɡʲ ĩ mʲː i,0
{jpn}くぁ,k ɰᵝ a̠,0
{jpn}くいこむ,k ɯ̟ᵝ i k o̞ m ɯ̟ᵝ,0
{jpn}くいころす,k ɯ̟ᵝ i k o̞ ɾ o̞ s ɨᵝ,0
{jpn}くいさがる,k ɯ̟ᵝ i s a̠ ɡ a̠ ɾ ɯ̟ᵝ,0
{jpn}くう,k ɯ̟ᵝː,0
{jpn}くうきせいじょうき,k ɯ̟ᵝː kʲ i s e̞ː ʑ o̞ː kʲ i,0
{jpn}くうきりきがく,k ɯ̟ᵝː kʲ i ɾʲ i kʲ i ɡ a̠ k ɯ̟ᵝ,0
{jpn}くうげき,k ɯ̟ᵝː ɡ e̞ kʲ i,0
{jpn}くうこう,k ɯ̟ᵝː k o̞ː,0
{jpn}くうそくぜしき,k ɯ̟ᵝː s o̞ k ɯ̟ᵝ d͡z e̞ ɕ i kʲ i,0
{jpn}くうちゅう,k ɯ̟ᵝː t͡ɕ ɨᵝː,0
{jpn}くぇ,k ɰᵝ e̞,0
{jpn}くき,k ɯ̟̊ᵝ kʲ i,0
{jpn}くきちゃ,k ɯ̟ᵝ kʲ i t͡ɕ a̠,0
{jpn}くきょう,k ɯ̟ᵝ kʲ o̞ː,0
{jpn}くきわかめ,k ɯ̟ᵝ kʲ i ɰᵝ a̠ k a̠ m e̞,0
{jpn}くぎ,k ɯ̟ᵝ ɡʲ i,0
{jpn}くぎょう,k ɯ̟ᵝ ɡʲ o̞ː,0
{jpn}くぎり,k ɯ̟ᵝ ɡʲ i ɾʲ i,0
{jpn}くぎる,k ɯ̟ᵝ ɡʲ i ɾ ɯ̟ᵝ,0
{jpn}くく,k ɯ̟̊ᵝ k ɯ̟ᵝ,0
{jpn}くくる,k ɯ̟ᵝ k ɯ̟ᵝ ɾ ɯ̟ᵝ,0
{jpn}くぐつ,k ɯ̟ᵝ ɡ ɯ̟ᵝ t͡s ɨᵝ,0
{jpn}くぐりぬける,k ɯ̟ᵝ ɡ ɯ̟ᵝ ɾʲ i n ɯ̟ᵝ k e̞ ɾ ɯ̟ᵝ,0
{jpn}くぐる,k ɯ̟ᵝ ɡ ɯ̟ᵝ ɾ ɯ̟ᵝ,0
{jpn}くげ,k ɯ̟ᵝ ɡ e̞,0
{jpn}くさ,k ɯ̟̊ᵝ s a̠,0
{jpn}くさい,k ɯ̟̊ᵝ s a̠ i,0
{jpn}くさき,k ɯ̟̊ᵝ s a̠ kʲ i,0
{jpn}くさなぎのつるぎ,k ɯ̟̊ᵝ s a̠ n a̠ ɡʲ i n o̞ t͡s ɨᵝ ɾ ɯ̟ᵝ ɡʲ i,0
{jpn}くさにくさはやすな,k ɯ̟ᵝ s a̠ ɲ̟ i k ɯ̟ᵝ s a̠ h a̠ j a̠ s ɨᵝ n a̠,0
{jpn}くさのね,k ɯ̟ᵝ s a̠ n o̞ n e̞,0
{jpn}くさはえる,k ɯ̟ᵝ s a̠ h a̠ e̞ ɾ ɯ̟ᵝ,0
{jpn}くさばな,k ɯ̟̊ᵝ s a̠ b a̠ n a̠,0
{jpn}くさび,k ɯ̟̊ᵝ s a̠ bʲ i,0
{jpn}くさびがたもじ,k ɯ̟̊ᵝ s a̠ bʲ i ɡ a̠ t a̠ m o̞ ʑ i,0
{jpn}くさわけ,k ɯ̟ᵝ s a̠ ɰᵝ a̠ k e̞,0
{jpn}くしくも,k ɯ̟ᵝ ɕ i k ɯ̟ᵝ m o̞,0
{jpn}くしゃみ,k ɯ̟ᵝ ɕ a̠ mʲ i,0
{jpn}くじ,k ɯ̟ᵝ ʑ i,0
{jpn}くじける,k ɯ̟ᵝ ʑ i k e̞ ɾ ɯ̟ᵝ,0
{jpn}くじゃくざ,k ɯ̟ᵝ ʑ a̠ k ɯ̟ᵝ z a̠,0
{jpn}くじゃくせき,k ɯ̟ᵝ ʑ a̠ k ɯ̟ᵝ s e̞ kʲ i,0
{jpn}くじゅう,k ɯ̟ᵝ ʑ ɨᵝː,0
{jpn}くじら,k ɯ̟ᵝ ʑ i ɾ a̠,0
{jpn}くじらざ,k ɯ̟ᵝ ʑ i ɾ a̠ z a̠,0
{jpn}くすぐったい,k ɯ̟ᵝ s ɨᵝ ɡ ɯ̟ᵝ t̚ t a̠ i,0
{jpn}くすみ,k ɯ̟ᵝ s ɨᵝ mʲ i,0
{jpn}くず,k ɯ̟ᵝ z ɨᵝ,0
{jpn}くずかご,k ɯ̟ᵝ z ɨᵝ k a̠ ɡ o̞,0
{jpn}くずし,k ɯ̟ᵝ z ɨᵝ ɕ i,0
{jpn}くずしじ,k ɯ̟ᵝ z ɨᵝ ɕ i ʑ i,0
{jpn}くずす,k ɯ̟ᵝ z ɨᵝ s ɨᵝ,0
{jpn}くずゆ,k ɯ̟ᵝ z ɨᵝ j ɯ̟ᵝ,0
{jpn}くずれる,k ɯ̟ᵝ z ɨᵝ ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}くせげ,k ɯ̟ᵝ s e̞ ɡ e̞,0
{jpn}くせに,k ɯ̟ᵝ s e̞ ɲ̟ i,0
{jpn}くそ,k ɯ̟̊ᵝ s o̞,0
{jpn}くたびれる,k ɯ̟ᵝ t a̠ bʲ i ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}くだく,k ɯ̟ᵝ d a̠ k ɯ̟ᵝ,0
{jpn}くださる,k ɯ̟ᵝ d a̠ s a̠ ɾ ɯ̟ᵝ,0
{jpn}くだらごと,k ɯ̟ᵝ d a̠ ɾ a̠ ɡ o̞ t o̞,0
{jpn}くだる,k ɯ̟ᵝ d a̠ ɾ ɯ̟ᵝ,0
{jpn}くちずさむ,k ɯ̟ᵝ t͡ɕ i z ɨᵝ s a̠ m ɯ̟ᵝ,0
{jpn}くちなし,k ɯ̟ᵝ t͡ɕ i n a̠ ɕ i,0
{jpn}くちのは,k ɯ̟ᵝ t͡ɕ i n o̞ h a̠,0
{jpn}くちはっちょうてはっちょう,k ɯ̟ᵝ t͡ɕ i h a̠ t̚ t͡ɕ o̞ː t e̞ h a̠ t̚ t͡ɕ o̞ː,0
{jpn}くちばし,k ɯ̟̊ᵝ t͡ɕ i b a̠ ɕ i,0
{jpn}くちびる,k ɯ̟̊ᵝ t͡ɕ i bʲ i ɾ ɯ̟ᵝ,0
{jpn}くちぶり,k ɯ̟ᵝ t͡ɕ i b ɯ̟ᵝ ɾʲ i,0
{jpn}くっきょく,k ɯ̟̊ᵝ k̚ʲ kʲ o̞ k ɯ̟ᵝ,0
{jpn}くっきょくい,k ɯ̟ᵝ k̚ʲ kʲ o̞ k ɯ̟ᵝ i,0
{jpn}くっきり,k ɯ̟ᵝ k̚ʲ kʲ i ɾʲ i,0
{jpn}くっぷく,k ɯ̟ᵝ p̚ p ɯ̟ᵝ k ɯ̟ᵝ,0
{jpn}くつかくし,k ɯ̟ᵝ t͡s ɨᵝ k a̠ k ɯ̟ᵝ ɕ i,0
{jpn}くつがえす,k ɯ̟ᵝ t͡s ɨᵝ ɡ a̠ e̞ s ɨᵝ,0
{jpn}くつがえる,k ɯ̟ᵝ t͡s ɨᵝ ɡ a̠ e̞ ɾ ɯ̟ᵝ,0
{jpn}くつした,k ɯ̟̊ᵝ t͡s ɨᵝ ɕ i̥ t a̠,0
{jpn}くつろぐ,k ɯ̟̊ᵝ t͡s ɨᵝ ɾ o̞ ɡ ɯ̟ᵝ,0
{jpn}くとう,k ɯ̟ᵝ t o̞ː,0
{jpn}くど,k ɯ̟ᵝ d o̞,0
{jpn}くどう,k ɯ̟ᵝ d o̞ː,0
{jpn}くどきおとす,k ɯ̟ᵝ d o̞ kʲ i o̞ t o̞ s ɨᵝ,0
{jpn}くに,k ɯ̟ᵝ ɲ̟ i,0
{jpn}くにこ,k ɯ̟ᵝ ɲ̟ i k o̞,0
{jpn}くにゆき,k ɯ̟ᵝ ɲ̟ i j ɯ̟ᵝ kʲ i,0
{jpn}くねくね,k ɯ̟ᵝ n e̞ k ɯ̟ᵝ n e̞,0
{jpn}くばる,k ɯ̟ᵝ b a̠ ɾ ɯ̟ᵝ,0
{jpn}くびかせ,k ɯ̟ᵝ bʲ i k a̠ s e̞,0
{jpn}くびったけ,k ɯ̟ᵝ bʲ i t̚ t a̠ k e̞,0
{jpn}くびながりゅう,k ɯ̟ᵝ bʲ i n a̠ ɡ a̠ ɾʲ ɨᵝː,0
{jpn}くびになる,k ɯ̟ᵝ bʲ i ɲ̟ i n a̠ ɾ ɯ̟ᵝ,0
{jpn}くびれ,k ɯ̟ᵝ bʲ i ɾ e̞,0
{jpn}くふう,k ɯ̟ᵝ ɸ ɯ̟ᵝː,0
{jpn}くへんとうすい,k ɯ̟ᵝ h ẽ̞ n t o̞ː s ɨᵝ i,0
{jpn}くへんとうゆ,k ɯ̟ᵝ h ẽ̞ n t o̞ː j ɯ̟ᵝ,0
{jpn}くぼみ,k ɯ̟ᵝ b o̞ mʲ i,0
{jpn}くま,k ɯ̟ᵝ m a̠,0
{jpn}くまなく,k ɯ̟ᵝ m a̠ n a̠ k ɯ̟ᵝ,0
{jpn}くまのみ,k ɯ̟ᵝ m a̠ n o̞ mʲ i,0
{jpn}くまもと,k ɯ̟ᵝ m a̠ m o̞ t o̞,0
{jpn}くまもとけん,k ɯ̟ᵝ m a̠ m o̞ t o̞ k ẽ̞ ɴ,0
{jpn}くみたてる,k ɯ̟ᵝ mʲ i t a̠ t e̞ ɾ ɯ̟ᵝ,0
{jpn}くみはん,k ɯ̟ᵝ mʲ i h ã̠ ɴ,0
{jpn}くむ,k ɯ̟ᵝ m ɯ̟ᵝ,0
{jpn}くも,k ɯ̟ᵝ m o̞,0
{jpn}くもざる,k ɯ̟ᵝ m o̞ z a̠ ɾ ɯ̟ᵝ,0
{jpn}くもり,k ɯ̟ᵝ m o̞ ɾʲ i,0
{jpn}くやしい,k ɯ̟ᵝ j a̠ ɕ iː,0
{jpn}くやみ,k ɯ̟ᵝ j a̠ mʲ i,0
{jpn}くらげ,k ɯ̟ᵝ ɾ a̠ ɡ e̞,0
{jpn}くらし,k ɯ̟ᵝ ɾ a̠ ɕ i,0
{jpn}くらべ,k ɯ̟ᵝ ɾ a̠ b e̞,0
{jpn}くらべる,k ɯ̟ᵝ ɾ a̠ b e̞ ɾ ɯ̟ᵝ,0
{jpn}くらむ,k ɯ̟ᵝ ɾ a̠ m ɯ̟ᵝ,0
{jpn}くり,k ɯ̟ᵝ ɾʲ i,0
{jpn}くりかえし,k ɯ̟ᵝ ɾʲ i k a̠ e̞ ɕ i,0
{jpn}くりかえす,k ɯ̟ᵝ ɾʲ i k a̠ e̞ s ɨᵝ,0
{jpn}くりひろげる,k ɯ̟ᵝ ɾʲ i ç i ɾ o̞ ɡ e̞ ɾ ɯ̟ᵝ,0
{jpn}くる,k ɯ̟ᵝ ɾ ɯ̟ᵝ,0
{jpn}くるい,k ɯ̟ᵝ ɾ ɯ̟ᵝ i,0
{jpn}くるいざき,k ɯ̟ᵝ ɾ ɯ̟ᵝ i z a̠ kʲ i,0
{jpn}くるう,k ɯ̟ᵝ ɾ ɯ̟ᵝː,0
{jpn}くるおしい,k ɯ̟ᵝ ɾ ɯ̟ᵝ o̞ ɕ iː,0
{jpn}くるくる,k ɯ̟ᵝ ɾ ɯ̟ᵝ k ɯ̟ᵝ ɾ ɯ̟ᵝ,0
{jpn}くるしみ,k ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ i mʲ i,0
{jpn}くるす,k ɯ̟ᵝ ɾ ɯ̟ᵝ s ɨᵝ,0
{jpn}くるみわり,k ɯ̟ᵝ ɾ ɯ̟ᵝ mʲ i ɰᵝ a̠ ɾʲ i,0
{jpn}くるわことば,k ɯ̟ᵝ ɾ ɯ̟ᵝ ɰᵝ a̠ k o̞ t o̞ b a̠,0
{jpn}くれたけ,k ɯ̟ᵝ ɾ e̞ t a̠ k e̞,0
{jpn}くろ,k ɯ̟ᵝ ɾ o̞,0
{jpn}くろい,k ɯ̟ᵝ ɾ o̞ i,0
{jpn}くろう,k ɯ̟ᵝ ɾ o̞ː,0
{jpn}くろうたどり,k ɯ̟ᵝ ɾ o̞ ɯ̟ᵝ t a̠ d o̞ ɾʲ i,0
{jpn}くろうと,k ɯ̟ᵝ ɾ o̞ ɯ̟ᵝ t o̞,0
{jpn}くろかみ,k ɯ̟ᵝ ɾ o̞ k a̠ mʲ i,0
{jpn}くろごけぐも,k ɯ̟ᵝ ɾ o̞ ɡ o̞ k e̞ ɡ ɯ̟ᵝ m o̞,0
{jpn}くろしお,k ɯ̟ᵝ ɾ o̞ ɕ i o̞,0
{jpn}くろねこ,k ɯ̟ᵝ ɾ o̞ n e̞ k o̞,0
{jpn}くろみ,k ɯ̟ᵝ ɾ o̞ mʲ i,0
{jpn}くろみつ,k ɯ̟ᵝ ɾ o̞ mʲ i t͡s ɨᵝ,0
{jpn}くろめ,k ɯ̟ᵝ ɾ o̞ m e̞,0
{jpn}くろれきし,k ɯ̟ᵝ ɾ o̞ ɾ e̞ kʲ i ɕ i,0
{jpn}くわ,k ɯ̟ᵝ ɰᵝ a̠,0
{jpn}くわえて,k ɯ̟ᵝ ɰᵝ a̠ e̞ t e̞,0
{jpn}くわえる,k ɯ̟ᵝ ɰᵝ a̠ e̞ ɾ ɯ̟ᵝ,0
{jpn}くわがた,k ɯ̟ᵝ ɰᵝ a̠ ɡ a̠ t a̠,0
{jpn}くわしい,k ɯ̟ᵝ ɰᵝ a̠ ɕ i i,0
{jpn}くわずぎらい,k ɯ̟ᵝ ɰᵝ a̠ z ɨᵝ ɡʲ i ɾ a̠ i,0
{jpn}くわだて,k ɯ̟ᵝ ɰᵝ a̠ d a̠ t e̞,0
{jpn}くわわる,k ɯ̟ᵝ ɰᵝ a̠ ɰᵝ a̠ ɾ ɯ̟ᵝ,0
{jpn}くん,k ɯ̟̃ᵝ ɴ,0
{jpn}くんしゅせい,k ɯ̟̃ᵝ ɰ̃ ɕ ɨ̥ᵝ s e̞ː,0
{jpn}くんよみ,k ɯ̟̃ᵝ ɰ̃ j o̞ mʲ i,0
{jpn}ぐぁ,ɡ ɰᵝ a̠,0
{jpn}ぐぃ,ɡ ɰᵝ i,0
{jpn}ぐうきせい,ɡ ɯ̟ᵝː kʲ i̥ s e̞ː,0
{jpn}ぐうぐう,ɡ ɯ̟ᵝː ɡ ɯ̟ᵝː,0
{jpn}ぐうげん,ɡ ɯ̟ᵝː ɡ ẽ̞ ɴ,0
{jpn}ぐうぞうすうはい,ɡ ɯ̟ᵝː z o̞ː s ɨᵝː h a̠ i,0
